PMID	DOI	Title	Year	PublicationTypes
38292943	10.3389/fphar.2024.1294657	Biosafety and potency of high-molecular-weight hyaluronic acid with intratympanic dexamethasone delivery for acute hearing loss.	2023	Journal Article
38252990	10.1016/j.ijporl.2024.111868	Audiologic and vestibular assessment in children and adolescents with transfusion dependent beta thalassemia major: The era of deferasirox film coated tablet.	2023	Journal Article
38043717	10.1016/j.bcp.2023.115962	Puerarin inhibits cisplatin-induced ototoxicity in mice through regulation of TRPV1-dependent calcium overload.	2023	Journal Article
37650462	10.1002/jat.4535	Protective role of pyrroloquinoline quinone against gentamicin induced cochlear hair cell ototoxicity.	2023	Journal Article
37577804	10.1111/cns.14403	Cinchonine and cinchonidine alleviate cisplatin-induced ototoxicity by regulating PI3K-AKT signaling.	2023	Journal Article
38397748	10.3390/antiox13020149	Oxidative Stress Plays an Important Role in Glutamatergic Excitotoxicity-Induced Cochlear Synaptopathy: Implication for Therapeutic Molecules Screening.	2023	Journal Article
38327988	10.3389/fphar.2024.1328460	Precision medicine: a new era for inner ear diseases.	2023	Journal Article
38065412	10.1016/j.jconrel.2023.12.004	Injectable dexamethasone-loaded peptide hydrogel for therapy of radiation-induced ototoxicity by regulating the mTOR signaling pathway.	2023	Journal Article
38056576	10.1016/j.freeradbiomed.2023.11.025	Drug screening identifies aldose reductase as a novel target for treating cisplatin-induced hearing loss.	2023	Journal Article
38003734	10.3390/ijms242216545	Molecular Characteristics of Cisplatin-Induced Ototoxicity and Therapeutic Interventions.	2023	Journal Article
37985554	10.1186/s13568-023-01639-3	Novel grape seed extract nanoparticles attenuate amikacin-induced nephrotoxicity in rats.	2023	Journal Article
37844727	10.1016/j.neulet.2023.137518	Berberine protects against neomycin-induced ototoxicity by reducing ROS generation and activating the PI3K/AKT pathway.	2023	Journal Article
37968255	10.1038/s41420-023-01706-5	Lysophosphatidic acid exerts protective effects on HEI-OC1 cells against cytotoxicity of cisplatin by decreasing apoptosis, excessive autophagy, and accumulation of ROS.	2023	Journal Article
38090406	10.7759/cureus.48647	Emergence of Rapid-Onset Ototoxicity Following Three Doses of Vancomycin: A Unique Case Report in the Context of Normal Renal Function and Therapeutic Dosing.	2023	Case Reports
37932681	10.1186/s12885-023-11503-z	Novel approach of prophylactic radiation to reduce toxicities comparing 2-step40 with 56-Gy simultaneous integrated boost intensity-modulated radiation therapy for locally advanced squamous cell carcinoma of the head and neck, an intergroup phase III trial (JCOG1912, NEW BRIDGE).	2023	Randomized Controlled Trial
38883494	10.1007/s12070-024-04521-1	Role of Memantine in Limiting Cochleotoxicity in Rats.	2023	Journal Article
38736475	10.1002/hsr2.2091	The effect of duloxetine on stress urinary incontinence.	2023	Journal Article
38068993	10.3390/ijms242316664	The Relevance of Autophagy within Inner Ear in Baseline Conditions and Tinnitus-Related Syndromes.	2023	Journal Article
38008816	10.1007/s10661-023-12159-9	A review on in silico prediction of the environmental risks posed by pharmaceutical emerging contaminants.	2023	Journal Article
37962623	10.1681/ASN.0000000000000261	Repurposing AZD5438 and Dabrafenib for Cisplatin-Induced AKI.	2023	Journal Article
37711004	10.2174/1389557523666230914103339	Ebselen: A Review on its Synthesis, Derivatives, Anticancer Efficacy and Utility in Combating SARS-COV-2.	2023	Journal Article
37607499	10.1159/000531788	Mefloquine-Induced Inner Ear Damage and Preventive Effects of Electrical Stimulation: An Electrophysiological Study.	2023	Journal Article
37715631	10.1002/cncr.34991	Ototoxicity associated with high-dose carboplatin for patients with previously treated germ cell tumors.	2023	Journal Article
38019267	10.7554/eLife.88819	Multisensory gaze stabilization in response to subchronic alteration of vestibular type I hair cells.	2023	Journal Article
38139245	10.3390/ijms242417416	Effects of Nutraceuticals on Cisplatin-Induced Cytotoxicity in HEI-OC1 Cells.	2023	Journal Article
38137652	10.3390/jcm12247583	Hearing Loss and Risk Factors in Very Low Birth Weight Infants.	2023	Journal Article
38130726	10.3389/fimmu.2023.1264060	6'-sialyllactose ameliorates the ototoxic effects of the aminoglycoside antibiotic neomycin in susceptible mice.	2023	Journal Article
37243327	10.1177/00034894231176333	Debilitating Gentamicin Ototoxicity: Case Report and Recommendations Against Routine Use in Surgical Prophylaxis.	2023	Case Reports
36661237	10.1080/13510002.2022.2161224	Estradiol protects hair cells from cisplatin-induced ototoxicity via Nrf2 activation.	2023	Journal Article
37905009	10.1101/2023.10.17.562797	Modulating the Unfolded Protein Response with ISRIB Mitigates Cisplatin Ototoxicity.	2023	Journal Article
38765675	10.1002/lio2.1256	N-acetylcysteine microparticles reduce cisplatin-induced RSC96 Schwann cell toxicity.	2023	Journal Article
38740103	10.1016/j.tiv.2024.105844	Streptomycin generates oxidative stress in melanin-producing cells: In vitro study with EPR spectroscopy evidence.	2023	Journal Article
38622383	10.1007/s10162-024-00945-2	FDA-Approved Tedizolid Phosphate Prevents Cisplatin-Induced Hearing Loss Without Decreasing Its Anti-tumor Effect.	2023	Journal Article
38580115	10.1016/j.scitotenv.2024.172099	Isolation and characterization of novel 3,3'-iminodipropionitrile biodegrading Paracoccus communis, from an industrial wastewater treatment bioreactor.	2023	Journal Article
38563869	10.1007/s00204-024-03720-7	Calcium channel inhibitor and extracellular calcium improve aminoglycoside-induced hair cell loss in zebrafish.	2023	Journal Article
38492032	10.1007/s00431-024-05467-w	Ototoxic and nephrotoxic drugs in neonatal intensive care units: results of a Spanish and Italian survey.	2023	Journal Article
38308599	10.1002/ohn.656	Intratympanic Gels for Inner Ear Disorders: A Scoping Review of Clinical Trials.	2023	Journal Article
38030129	10.1016/j.jare.2023.11.020	CORM‑2 reduces cisplatin accumulation in the mouse inner ear and protects against cisplatin-induced ototoxicity.	2023	Journal Article
39845015	10.1016/j.heliyon.2024.e41556	Cluster of symptoms in kidney failure: A systematic review.	2023	Journal Article
39140499	10.1590/1519-6984.279117	Cisplatin and ototoxicity in childhood: the perspective of supporting otoprotective agentes.	2023	Journal Article
39023477	10.1016/j.jopan.2024.03.015	Effects of Remifentanil Pretreatment on Sufentanil-induced Cough Suppression During the Induction of General Anesthesia.	2023	Journal Article
39735238	10.1016/j.joto.2024.07.001	Loss of Fascin2 increases susceptibility to cisplatin-induced hearing impairment and cochlear cell apoptosis in mice.	2023	Journal Article
38789064	10.1016/j.tiv.2024.105852	Schisandrin B protect inner hair cells from cisplatin by inhibiting celluar oxidative stress and apoptosis.	2023	Journal Article
38366625	10.1093/bjd/ljae063	Intravenous gentamicin therapy induces functional type VII collagen in patients with recessive dystrophic epidermolysis bullosa: an open-label clinical trial.	2023	Journal Article
38743715	10.1371/journal.pone.0302902	Machine learning for predicting cognitive deficits using auditory and demographic factors.	2023	Journal Article
38425644	10.3389/fphar.2024.1355283	Hyaluronic acid-ibuprofen conjugation: a novel ototherapeutic approach protecting inner ear cells from inflammation-mediated damage.	2023	Journal Article
38492782	10.1016/j.bcp.2024.116132	Inhibition of CISD1 attenuates cisplatin-induced hearing loss in mice via the PI3K and MAPK pathways.	2023	Journal Article
38296002	10.1016/j.ypmed.2024.107882	Establishing multifactorial risk factors for adult-onset hearing loss: A systematic review with topic modelling and synthesis of epidemiological evidence.	2023	Journal Article
38286366	10.1016/j.ijbiomac.2024.129758	Receptor mediated targeting of EGF-conjugated alginate-PAMAM nanoparticles to lung adenocarcinoma: 2D/3D in vitro and in vivo evaluation.	2023	Journal Article
38272167	10.1016/j.envpol.2024.123400	Zebrafish neuromast sensory system: Is it an emerging target to assess environmental pollution impacts?	2023	Journal Article
38242180	10.1016/j.bbadis.2024.167024	Deferoxamine protects cochlear hair cells and hair cell-like HEI-OC1 cells against tert-butyl hydroperoxide-induced ototoxicity.	2023	Journal Article
38053543	10.1055/s-0043-1777069	Study on Screening Core Biomarkers of Noise and Drug-Induced Hearing Loss Based on Transcriptomics.	2023	Journal Article
37727177	10.7759/cureus.43729	Chronic Suppurative Otitis Media: A Comprehensive Review of Epidemiology, Pathogenesis, Microbiology, and Complications.	2023	Journal Article
38440220	10.3389/fnmol.2024.1345536	Ototoxicity of polystyrene nanoplastics in mice, HEI-OC1 cells and zebrafish.	2023	Journal Article
38432189	10.1016/j.gep.2024.119356	Gene expression analysis of oxidative stress-related genes in the apical, middle, and basal turns of the cochlea.	2023	Journal Article
38511136	10.3389/fonc.2024.1362315	Assessing quality of life in childhood cancer survivors at risk for hearing loss: a comparison of HEAR-QL and PROMIS measures.	2023	Journal Article
38515847	10.3389/fphar.2024.1363545	<i>In vivo</i> screening for toxicity-modulating drug interactions identifies antagonism that protects against ototoxicity in zebrafish.	2023	Journal Article
38518393	10.1016/j.heares.2024.108995	Combined genetic polymorphisms of the GSTT1 and NRF2 genes increase susceptibility to cisplatin-induced ototoxicity: A preliminary study.	2023	Journal Article
38414247	10.1016/j.ymthe.2024.02.029	Inhibition of Gpx4-mediated ferroptosis alleviates cisplatin-induced hearing loss in C57BL/6 mice.	2023	Journal Article
38490643	10.1016/j.cbi.2024.110939	Quercetin attenuates cisplatin-induced mitochondrial apoptosis via PI3K/Akt mediated inhibition of oxidative stress in pericytes and improves the blood labyrinth barrier permeability.	2023	Journal Article
38048603	10.1093/jnci/djad250	Association of hearing loss with patient-reported functional outcomes in adult survivors of childhood cancer.	2023	Journal Article
38570541	10.1038/s41598-024-55614-4	Nobiletin alleviates cisplatin-induced ototoxicity via activating autophagy and inhibiting NRF2/GPX4-mediated ferroptosis.	2023	Journal Article
38450178	10.1093/toxres/tfae027	Protective effects of Azilsartan against cyclophosphamide-induced ovarian toxicity in rats model.	2023	Journal Article
38450280	10.1016/j.omtn.2024.102157	Protection from cisplatin-induced hearing loss with lentiviral vector-mediated ectopic expression of the anti-apoptotic protein BCL-XL.	2023	Journal Article
38382520	10.7874/jao.2023.00157	Relationship Between Chloroquine or Hydroxychloroquine Use and Hearing Disorders: A Systematic Review and Meta-Analysis.	2023	Journal Article
37903661	10.1016/j.anl.2023.10.005	Effects on hearing after long-term use of iron chelators in beta-thalassemia: Over twenty years of longitudinal follow-up.	2023	Journal Article
38562178	10.3389/fonc.2024.1336714	Prevention of cisplatin-induced hearing loss in children: achievements and challenges for evidence-based implementation of sodium Thiosulfate.	2023	Journal Article
38483863	10.1371/journal.pone.0298529	Therapeutic potential of salidroside in preserving rat cochlea organ of corti from gentamicin-induced injury through modulation of NRF2 signaling and GSK3β/NF-κB pathway.	2023	Journal Article
38540254	10.3390/biomedicines12030640	Polyamine Catabolism and Its Role in Renal Injury and Fibrosis in Mice Subjected to Repeated Low-Dose Cisplatin Treatment.	2023	Journal Article
37714404	10.1016/j.ijid.2023.09.004	Intraarticular vancomycin decreased the risk of acute postoperative periprosthetic joint infection without increasing complication in primary total joint arthroplasty-a prospective study.	2023	Journal Article
37108758	10.3390/ijms24087596	N-Acetyl-L-cysteine Affects Ototoxicity Evoked by Amikacin and Furosemide Either Alone or in Combination in a Mouse Model of Hearing Threshold Decrease.	2023	Journal Article
36626694	10.1200/JCO.22.01456	Patient-Reported Functional Impairment Due to Hearing Loss and Tinnitus After Cisplatin-Based Chemotherapy.	2023	Journal Article
37152642	10.3389/fbioe.2023.1183197	Curcumin-loaded graphene oxide quantum dots enhance otoprotective effects via blocking cuproptosis.	2023	Journal Article
37049613	10.3390/nu15071773	Amelioration of Sensorineural Hearing Loss through Regulation of <i>Trpv1</i>, <i>Cacna1h</i>, and <i>Ngf</i> Gene Expression by a Combination of Cuscutae Semen and Rehmanniae Radix Preparata.	2023	Journal Article
37018418	10.1126/scitranslmed.add9779	Design of medical tympanostomy conduits with selective fluid transport properties.	2023	Journal Article
39320960	10.14309/ctg.0000000000000760	Intravenous Lidocaine for Refractory Pain in Patients With Pancreatic Ductal Adenocarcinoma and Chronic Pancreatitis: A Multicenter Prospective Nonrandomized Pilot Study.	2023	Clinical Trial
37018758	10.1152/jn.00445.2022	Binocular 3-D otolith-ocular reflexes: responses of chinchillas to natural and prosthetic stimulation after ototoxic injury and vestibular implantation.	2023	Journal Article
37104543	10.1080/00016489.2023.2202688	Ferroptosis inhibition shields house ear institute-organ of corti 1 cells from free fatty acids-induced inflammatory injuries.	2023	Journal Article
35468305	10.1080/14992027.2022.2067081	Mild hearing loss in C57BL6/J mice after exposure to antiretroviral compounds during gestation and nursing.	2023	Journal Article
